2013-04-22 06:00:00.000,2013-09-02 18:00:00.000
2013-09-02 21:00:00.000,2014-01-20 15:00:00.000
2014-01-20 18:00:00.000,2014-06-05 12:00:00.000
2014-06-05 15:00:00.000,2014-10-16 09:00:00.000
2014-10-16 12:00:00.000,2015-03-05 09:00:00.000
2015-03-05 12:00:00.000,2015-07-22 09:00:00.000
2015-07-22 12:00:00.000,2015-12-02 06:00:00.000
2015-12-02 09:00:00.000,2016-04-20 21:00:00.000
