2013-04-21 16:58:07.500,2013-04-24 16:07:30.000
2013-04-24 16:13:07.500,2013-04-29 16:01:52.500
2013-04-29 16:07:30.000,2013-05-02 15:56:15.000
2013-05-02 16:01:52.500,2013-05-07 15:50:37.500
2013-05-07 15:56:15.000,2013-05-10 15:45:00.000
2013-05-10 15:50:37.500,2013-05-15 15:39:22.500
2013-05-15 15:45:00.000,2013-05-20 15:33:45.000
2013-05-20 15:39:22.500,2013-05-23 15:28:07.500
2013-05-23 15:33:45.000,2013-05-28 21:39:22.500
2013-05-28 21:45:00.000,2013-06-02 21:33:45.000
2013-06-02 21:39:22.500,2013-06-05 21:28:07.500
2013-06-05 21:33:45.000,2013-06-10 21:22:30.000
2013-06-10 21:28:07.500,2013-06-13 21:16:52.500
2013-06-13 21:22:30.000,2013-06-18 21:11:15.000
2013-06-18 21:16:52.500,2013-06-23 21:05:37.500
2013-06-23 21:11:15.000,2013-06-26 21:00:00.000
2013-06-26 21:05:37.500,2013-07-01 20:54:22.500
2013-07-01 21:00:00.000,2013-07-05 06:16:52.500
2013-07-05 06:22:30.000,2013-07-10 06:11:15.000
2013-07-10 06:16:52.500,2013-07-15 06:05:37.500
2013-07-15 06:11:15.000,2013-07-18 06:00:00.000
2013-07-18 06:05:37.500,2013-07-23 05:54:22.500
2013-07-23 06:00:00.000,2013-07-26 05:48:45.000
2013-07-26 05:54:22.500,2013-07-31 05:43:07.500
2013-07-31 05:48:45.000,2013-08-05 05:37:30.000
2013-08-05 05:43:07.500,2013-08-08 05:31:52.500
2013-08-08 05:37:30.000,2013-08-13 05:26:15.000
2013-08-13 05:31:52.500,2013-08-16 05:20:37.500
2013-08-16 05:26:15.000,2013-08-21 05:15:00.000
2013-08-21 05:20:37.500,2013-08-26 05:09:22.500
2013-08-26 05:15:00.000,2013-08-29 05:03:45.000
2013-08-29 05:09:22.500,2013-09-03 10:35:37.500
2013-09-03 10:41:15.000,2013-09-06 10:30:00.000
2013-09-06 10:35:37.500,2013-09-11 10:24:22.500
2013-09-11 10:30:00.000,2013-09-16 10:18:45.000
2013-09-16 10:24:22.500,2013-09-19 10:13:07.500
2013-09-19 10:18:45.000,2013-09-24 10:07:30.000
