date,price
2013-04-21 00:00:00.000,1554.5
2013-04-22 00:00:00.000,1552.75
2013-04-23 00:00:00.000,1575.5
2013-04-24 00:00:00.000,1575.5
2013-04-25 00:00:00.000,1578.25
2013-04-26 00:00:00.000,1576.75
2013-04-28 00:00:00.000,1575.75
2013-04-29 00:00:00.000,1587.25
2013-04-30 00:00:00.000,1591.75
2013-05-01 00:00:00.000,1581
2013-05-02 00:00:00.000,1592.25
2013-05-03 00:00:00.000,1609
2013-05-05 00:00:00.000,1608.75
2013-05-06 00:00:00.000,1611.5
2013-05-07 00:00:00.000,1620
2013-05-08 00:00:00.000,1628
2013-05-09 00:00:00.000,1627
2013-05-10 00:00:00.000,1629.25
2013-05-12 00:00:00.000,1625.25
2013-05-13 00:00:00.000,1631.75
2013-05-14 00:00:00.000,1646.75
2013-05-15 00:00:00.000,1653.25
2013-05-16 00:00:00.000,1650.25
2013-05-17 00:00:00.000,1665
2013-05-19 00:00:00.000,1663.5
2013-05-20 00:00:00.000,1664
2013-05-21 00:00:00.000,1665.75
2013-05-22 00:00:00.000,1649.75
2013-05-23 00:00:00.000,1646.5
2013-05-24 00:00:00.000,1650
2013-05-26 00:00:00.000,1653
2013-05-27 00:00:00.000,1656
2013-05-28 00:00:00.000,1656.5
2013-05-29 00:00:00.000,1647.75
2013-05-30 00:00:00.000,1654.5
2013-05-31 00:00:00.000,1627.5
2013-06-02 00:00:00.000,1631.5
2013-06-03 00:00:00.000,1635
2013-06-04 00:00:00.000,1630
2013-06-05 00:00:00.000,1612
2013-06-06 00:00:00.000,1623
2013-06-07 00:00:00.000,1639
2013-06-09 00:00:00.000,1640.5
2013-06-10 00:00:00.000,1639.5
2013-06-11 00:00:00.000,1630.25
2013-06-12 00:00:00.000,1603.25
2013-06-13 00:00:00.000,1636
2013-06-14 00:00:00.000,1617.75
2013-06-16 00:00:00.000,1624.75
2013-06-17 00:00:00.000,1634
2013-06-18 00:00:00.000,1642.25
2013-06-19 00:00:00.000,1615.75
2013-06-20 00:00:00.000,1589.25
2013-06-21 00:00:00.000,1583.75
2013-06-23 00:00:00.000,1579
2013-06-24 00:00:00.000,1563
2013-06-25 00:00:00.000,1576
2013-06-26 00:00:00.000,1598.5
2013-06-27 00:00:00.000,1610.5
2013-06-28 00:00:00.000,1596.25
2013-06-30 00:00:00.000,1596.5
2013-07-01 00:00:00.000,1610
2013-07-02 00:00:00.000,1605.5
2013-07-03 00:00:00.000,1612
2013-07-04 00:00:00.000,1624
2013-07-05 00:00:00.000,1629.25
2013-07-07 00:00:00.000,1629
2013-07-08 00:00:00.000,1642.25
2013-07-09 00:00:00.000,1643.5
2013-07-10 00:00:00.000,1665.5
2013-07-11 00:00:00.000,1668.25
2013-07-12 00:00:00.000,1670
2013-07-14 00:00:00.000,1674.5
2013-07-15 00:00:00.000,1677.25
2013-07-16 00:00:00.000,1672
2013-07-17 00:00:00.000,1673.5
2013-07-18 00:00:00.000,1676.75
2013-07-19 00:00:00.000,1689.75
2013-07-21 00:00:00.000,1691
2013-07-22 00:00:00.000,1694.75
2013-07-23 00:00:00.000,1688
2013-07-24 00:00:00.000,1682.75
2013-07-25 00:00:00.000,1688
2013-07-26 00:00:00.000,1687
2013-07-28 00:00:00.000,1683
2013-07-29 00:00:00.000,1684.5
2013-07-30 00:00:00.000,1686
2013-07-31 00:00:00.000,1688.75
2013-08-01 00:00:00.000,1701.75
2013-08-02 00:00:00.000,1703.25
2013-08-04 00:00:00.000,1702.25
2013-08-05 00:00:00.000,1699.5
2013-08-06 00:00:00.000,1690
