date,price
2013-04-21 16:52:30.000,1549.5
2013-04-21 17:03:45.000,1550.75
2013-04-21 17:15:00.000,1550.25
2013-04-21 17:26:15.000,1550.75
2013-04-21 17:37:30.000,1550.75
2013-04-21 17:48:45.000,1550.5
2013-04-21 18:00:00.000,1550.75
2013-04-21 18:11:15.000,1550.75
2013-04-21 18:22:30.000,1551.25
2013-04-21 18:33:45.000,1550.75
2013-04-21 18:45:00.000,1550.25
2013-04-21 18:56:15.000,1550.5
2013-04-21 19:07:30.000,1551
2013-04-21 19:18:45.000,1550.5
2013-04-21 19:30:00.000,1552.25
2013-04-21 19:41:15.000,1552
2013-04-21 19:52:30.000,1552.5
2013-04-21 20:03:45.000,1553
2013-04-21 20:15:00.000,1553.75
2013-04-21 20:26:15.000,1554.25
2013-04-21 20:37:30.000,1555.75
2013-04-21 20:48:45.000,1554.5
2013-04-21 21:00:00.000,1554.75
2013-04-21 21:11:15.000,1554.5
2013-04-21 21:22:30.000,1554.75
2013-04-21 21:33:45.000,1554.5
2013-04-21 21:45:00.000,1554.25
2013-04-21 21:56:15.000,1554.25
2013-04-21 22:07:30.000,1554.75
2013-04-21 22:18:45.000,1555.25
2013-04-21 22:30:00.000,1556
2013-04-21 22:41:15.000,1556.75
2013-04-21 22:52:30.000,1556.75
2013-04-21 23:03:45.000,1556.5
2013-04-21 23:15:00.000,1556.5
2013-04-21 23:26:15.000,1555.75
2013-04-21 23:37:30.000,1555.25
2013-04-21 23:48:45.000,1554.5
2013-04-22 00:00:00.000,1553.75
2013-04-22 00:11:15.000,1554.25
2013-04-22 00:22:30.000,1555
2013-04-22 00:33:45.000,1554.75
2013-04-22 00:45:00.000,1554.5
2013-04-22 00:56:15.000,1555.25
2013-04-22 01:07:30.000,1554.5
2013-04-22 01:18:45.000,1554
2013-04-22 01:30:00.000,1553.75
2013-04-22 01:41:15.000,1554.5
2013-04-22 01:52:30.000,1556.25
2013-04-22 02:03:45.000,1556
2013-04-22 02:15:00.000,1556
2013-04-22 02:26:15.000,1555
2013-04-22 02:37:30.000,1554
2013-04-22 02:48:45.000,1552.5
2013-04-22 03:00:00.000,1553.5
2013-04-22 03:11:15.000,1553.25
2013-04-22 03:22:30.000,1553.5
2013-04-22 03:33:45.000,1555
2013-04-22 03:45:00.000,1555.25
2013-04-22 03:56:15.000,1555.5
2013-04-22 04:07:30.000,1556.25
2013-04-22 04:18:45.000,1556
2013-04-22 04:30:00.000,1555.75
2013-04-22 04:41:15.000,1556.5
2013-04-22 04:52:30.000,1557
2013-04-22 05:03:45.000,1556
2013-04-22 05:15:00.000,1556
2013-04-22 05:26:15.000,1556
2013-04-22 05:37:30.000,1556.75
2013-04-22 05:48:45.000,1556.25
2013-04-22 06:00:00.000,1556.25
2013-04-22 06:11:15.000,1556.25
2013-04-22 06:22:30.000,1555.25
2013-04-22 06:33:45.000,1553.25
2013-04-22 06:45:00.000,1554.25
2013-04-22 06:56:15.000,1554
2013-04-22 07:07:30.000,1554.25
2013-04-22 07:18:45.000,1554.75
2013-04-22 07:30:00.000,1554.5
2013-04-22 07:41:15.000,1552
2013-04-22 07:52:30.000,1551
2013-04-22 08:03:45.000,1553
2013-04-22 08:15:00.000,1553.5
2013-04-22 08:26:15.000,1551.25
2013-04-22 08:37:30.000,1550.5
2013-04-22 08:48:45.000,1550.75
2013-04-22 09:00:00.000,1545.5
2013-04-22 09:11:15.000,1546.75
2013-04-22 09:22:30.000,1543.75
2013-04-22 09:33:45.000,1545.25
2013-04-22 09:45:00.000,1547
2013-04-22 09:56:15.000,1548
2013-04-22 10:07:30.000,1546.75
2013-04-22 10:18:45.000,1547
2013-04-22 10:30:00.000,1549.75
2013-04-22 10:41:15.000,1549.75
2013-04-22 10:52:30.000,1551
2013-04-22 11:03:45.000,1552.25
2013-04-22 11:15:00.000,1552.5
2013-04-22 11:26:15.000,1552.75
2013-04-22 11:37:30.000,1554.5
2013-04-22 11:48:45.000,1553.25
2013-04-22 12:00:00.000,1553.5
2013-04-22 12:11:15.000,1553.25
2013-04-22 12:22:30.000,1553.25
2013-04-22 12:33:45.000,1554.75
2013-04-22 12:45:00.000,1554
2013-04-22 12:56:15.000,1555
2013-04-22 13:07:30.000,1556.75
2013-04-22 13:18:45.000,1558.5
2013-04-22 13:30:00.000,1560
2013-04-22 13:41:15.000,1559
2013-04-22 13:52:30.000,1559
2013-04-22 14:03:45.000,1558.25
2013-04-22 14:15:00.000,1559.25
2013-04-22 14:26:15.000,1559
2013-04-22 14:37:30.000,1557.75
2013-04-22 14:48:45.000,1557
2013-04-22 15:00:00.000,1557.25
2013-04-22 15:11:15.000,1556.25
2013-04-22 15:22:30.000,1557.5
2013-04-22 15:33:45.000,1557.25
2013-04-22 15:45:00.000,1558
2013-04-22 15:56:15.000,1558.25
2013-04-22 16:07:30.000,1557.75
2013-04-22 16:52:30.000,1556.75
2013-04-22 17:03:45.000,1555.75
2013-04-22 17:15:00.000,1556.25
2013-04-22 17:26:15.000,1556
2013-04-22 17:37:30.000,1555.75
2013-04-22 17:48:45.000,1556
2013-04-22 18:00:00.000,1556
2013-04-22 18:11:15.000,1556
2013-04-22 18:22:30.000,1555.75
2013-04-22 18:33:45.000,1555.75
2013-04-22 18:45:00.000,1555.75
2013-04-22 18:56:15.000,1555.5
2013-04-22 19:07:30.000,1554.75
2013-04-22 19:18:45.000,1553.75
2013-04-22 19:30:00.000,1554.5
2013-04-22 19:41:15.000,1554
2013-04-22 19:52:30.000,1553.75
2013-04-22 20:03:45.000,1554
2013-04-22 20:15:00.000,1553.25
2013-04-22 20:26:15.000,1553
2013-04-22 20:37:30.000,1552.25
2013-04-22 20:48:45.000,1552.25
2013-04-22 21:00:00.000,1552.5
2013-04-22 21:11:15.000,1552.25
2013-04-22 21:22:30.000,1552
2013-04-22 21:33:45.000,1552.75
2013-04-22 21:45:00.000,1552.5
2013-04-22 21:56:15.000,1552.5
2013-04-22 22:07:30.000,1552.5
2013-04-22 22:18:45.000,1552
2013-04-22 22:30:00.000,1552
2013-04-22 22:41:15.000,1552.25
2013-04-22 22:52:30.000,1552.5
2013-04-22 23:03:45.000,1552
2013-04-22 23:15:00.000,1551
2013-04-22 23:26:15.000,1551.75
2013-04-22 23:37:30.000,1551.5
2013-04-22 23:48:45.000,1552.75
2013-04-23 00:00:00.000,1553
2013-04-23 00:11:15.000,1553
2013-04-23 00:22:30.000,1552.75
2013-04-23 00:33:45.000,1552.75
2013-04-23 00:45:00.000,1552.75
2013-04-23 00:56:15.000,1552.75
2013-04-23 01:07:30.000,1552.25
2013-04-23 01:18:45.000,1552.25
2013-04-23 01:30:00.000,1552.25
