2013-04-21 15:00:00.000,2013-09-03 09:00:00.000
2013-09-03 12:00:00.000,2014-01-21 00:00:00.000
2014-01-21 03:00:00.000,2014-06-05 18:00:00.000
2014-06-05 21:00:00.000,2014-10-20 18:00:00.000
2014-10-20 21:00:00.000,2015-03-06 15:00:00.000
2015-03-08 15:00:00.000,2015-07-21 18:00:00.000
2015-07-21 21:00:00.000,2015-12-03 15:00:00.000
2015-12-03 18:00:00.000,2016-04-21 09:00:00.000
